,Class,champion,color,dmgdealt/min,dmgtaken/min,games,internal,patch,patchnum,season
245,Mage,Taliyah,#25BAA4,772.1595945213408,960.9855541890869,52963.0,2.0,8.02,2.0,8.0
246,Assassin,Talon,#ED2941,663.6612457832978,1326.1386206469938,68031.0,2.0,8.02,2.0,8.0
247,Support,Taric,#FFB733,210.4084685755912,1926.0377691139006,167076.0,2.0,8.02,2.0,8.0
248,Specialist,Teemo,#EB8596,843.478789060986,1065.0341805089158,185998.0,2.0,8.02,2.0,8.0
249,Support,Thresh,#FFB733,273.6609945759328,1428.9607658192988,312463.0,2.0,8.02,2.0,8.0
250,Marksman,Tristana,#0D1F22,662.4363941768103,1052.515282288161,559002.0,2.0,8.02,2.0,8.0
251,Fighter,Trundle,#664A40,474.99102225089973,2489.766083511363,74785.0,2.0,8.02,2.0,8.0
252,Assassin,Tryndamere,#ED2941,538.6178121803491,3389.6103260998416,109416.0,2.0,8.02,2.0,8.0
253,Mage,Twisted Fate,#25BAA4,644.991467380504,1031.544301864003,105021.0,2.0,8.02,2.0,8.0
254,Marksman,Twitch,#0D1F22,700.775803069134,1029.934810167878,257790.0,2.0,8.02,2.0,8.0
255,Fighter,Udyr,#664A40,438.43369342999426,2265.8313961348144,150298.0,2.0,8.02,2.0,8.0
256,Fighter,Urgot,#664A40,639.7453701539531,1954.2250144265972,96044.0,2.0,8.02,2.0,8.0
257,Marksman,Varus,#0D1F22,654.0451680841588,1043.2250949071913,282522.0,2.0,8.02,2.0,8.0
258,Marksman,Vayne,#0D1F22,653.7999834425116,1091.2040863550878,388038.0,2.0,8.02,2.0,8.0
259,Mage,Veigar,#25BAA4,694.7526776199202,867.2726125563884,225698.0,2.0,8.02,2.0,8.0
260,Mage,Vel'Koz,#25BAA4,804.7938572007898,793.4219575533056,102205.0,2.0,8.02,2.0,8.0
261,Fighter,Vi,#664A40,490.8183880326328,1577.4396724488447,130837.0,2.0,8.02,2.0,8.0
262,Mage,Viktor,#25BAA4,749.6302277432444,990.3462680816612,31787.0,2.0,8.02,2.0,8.0
263,Mage,Vladimir,#25BAA4,734.8387105842637,2137.5995423371037,167317.0,2.0,8.02,2.0,8.0
264,Fighter,Volibear,#664A40,478.216367235229,2311.9207221713577,42538.0,2.0,8.02,2.0,8.0
265,Fighter,Warwick,#664A40,462.98885171881005,2689.7882054773363,316973.0,2.0,8.02,2.0,8.0
266,Fighter,Wukong,#664A40,595.6701550280662,1537.500040586915,88311.0,2.0,8.02,2.0,8.0
267,Marksman,Xayah,#0D1F22,688.3779898700252,1014.6575930649602,224476.0,2.0,8.02,2.0,8.0
268,Mage,Xerath,#25BAA4,821.788536661773,727.4616578563164,146921.0,2.0,8.02,2.0,8.0
269,Fighter,Xin Zhao,#664A40,541.7084099961488,2154.5020039904393,161243.0,2.0,8.02,2.0,8.0
270,Assassin,Yasuo,#ED2941,518.6367966045054,1572.5674761534683,336188.0,2.0,8.02,2.0,8.0
271,Fighter,Yorick,#664A40,662.2918883779887,1974.3816408021867,93971.0,2.0,8.02,2.0,8.0
272,Tank,Zac,#393663,410.2740349378679,3081.5600405361556,106210.0,2.0,8.02,2.0,8.0
273,Assassin,Zed,#ED2941,689.8167274798271,1221.3706592684616,199101.0,2.0,8.02,2.0,8.0
274,Mage,Ziggs,#25BAA4,825.3185023597111,765.4054597196276,68014.0,2.0,8.02,2.0,8.0
275,Specialist,Zilean,#EB8596,491.76991706296127,1022.0169982522638,58554.0,2.0,8.02,2.0,8.0
276,Mage,Zoe,#25BAA4,734.27189008765,880.1660985008426,152680.0,2.0,8.02,2.0,8.0
277,Support,Zyra,#FFB733,714.2774641491538,748.4058725767229,107250.0,2.0,8.02,2.0,8.0
278,Fighter,Aatrox,#664A40,625.2668438022571,2257.3685109208154,52874.0,3.0,8.03,3.0,8.0
279,Mage,Ahri,#25BAA4,708.816658360195,994.0389816080776,146183.0,3.0,8.03,3.0,8.0
280,Assassin,Akali,#ED2941,641.0467948605216,1804.4485472051979,141299.0,3.0,8.03,3.0,8.0
281,Tank,Alistar,#393663,280.52714648803266,2294.1354172122205,211648.0,3.0,8.03,3.0,8.0
282,Tank,Amumu,#393663,470.8855238145409,2277.3650629194717,72498.0,3.0,8.03,3.0,8.0
283,Mage,Anivia,#25BAA4,671.8424797506996,1669.8584959431278,91154.0,3.0,8.03,3.0,8.0
284,Mage,Annie,#25BAA4,680.5258900681025,881.676587316607,116411.0,3.0,8.03,3.0,8.0
285,Marksman,Ashe,#0D1F22,623.7116576289884,953.5567043235408,134157.0,3.0,8.03,3.0,8.0
286,Mage,Aurelion Sol,#25BAA4,706.6239454568453,1202.7345818719218,34962.0,3.0,8.03,3.0,8.0
287,Specialist,Azir,#EB8596,726.5828321374006,986.586601521513,95315.0,3.0,8.03,3.0,8.0
288,Support,Bard,#FFB733,466.69401881270977,1186.7571212364433,108470.0,3.0,8.03,3.0,8.0
289,Support,Blitzcrank,#FFB733,331.2003095197189,1688.3759732057385,195822.0,3.0,8.03,3.0,8.0
290,Mage,Brand,#25BAA4,801.8123771087603,908.7999268193307,222059.0,3.0,8.03,3.0,8.0
291,Tank,Braum,#393663,241.67980316636658,1722.5804456950457,184535.0,3.0,8.03,3.0,8.0
292,Marksman,Caitlyn,#0D1F22,679.7449593334184,979.6499185461806,247213.0,3.0,8.03,3.0,8.0
293,Fighter,Camille,#664A40,588.3437740451891,1721.6991608042538,140388.0,3.0,8.03,3.0,8.0
294,Mage,Cassiopeia,#25BAA4,665.6273634424798,1237.6245333106456,33791.0,3.0,8.03,3.0,8.0
295,Specialist,Cho'Gath,#EB8596,575.4643233046434,2491.2728343736676,109572.0,3.0,8.03,3.0,8.0
296,Marksman,Corki,#0D1F22,764.7064192351514,1139.6482189020062,69185.0,3.0,8.03,3.0,8.0
297,Fighter,Darius,#664A40,579.720268836296,2164.824150526583,153758.0,3.0,8.03,3.0,8.0
298,Fighter,Diana,#664A40,688.0870858488433,1555.8758274442596,99560.0,3.0,8.03,3.0,8.0
299,Fighter,Dr. Mundo,#664A40,648.4242540284058,2874.4476729315024,55692.0,3.0,8.03,3.0,8.0
300,Marksman,Draven,#0D1F22,728.0715658762754,1176.6974064758645,211373.0,3.0,8.03,3.0,8.0
301,Assassin,Ekko,#ED2941,664.7043424563242,1665.8061170565027,175580.0,3.0,8.03,3.0,8.0
302,Fighter,Elise,#664A40,533.7932185940501,1424.1871306241308,26646.0,3.0,8.03,3.0,8.0
303,Assassin,Evelynn,#ED2941,598.3319885086349,1513.3188441225855,71116.0,3.0,8.03,3.0,8.0
304,Marksman,Ezreal,#0D1F22,787.3462482335656,976.1949176593988,303381.0,3.0,8.03,3.0,8.0
305,Specialist,Fiddlesticks,#EB8596,613.8734694937117,1288.2429642006366,64701.0,3.0,8.03,3.0,8.0
306,Assassin,Fiora,#ED2941,632.0690410029355,2040.2548019489573,108729.0,3.0,8.03,3.0,8.0
307,Assassin,Fizz,#ED2941,660.0426992187078,1156.1554399022475,150510.0,3.0,8.03,3.0,8.0
308,Tank,Galio,#393663,635.4976486387749,1907.8680588110199,135006.0,3.0,8.03,3.0,8.0
309,Specialist,Gangplank,#EB8596,713.955360502325,1421.5685537679801,205671.0,3.0,8.03,3.0,8.0
310,Fighter,Garen,#664A40,611.6804165207107,2356.5149892589884,228354.0,3.0,8.03,3.0,8.0
311,Specialist,Gnar,#EB8596,645.8072797085591,1665.8660697101902,145956.0,3.0,8.03,3.0,8.0
312,Tank,Gragas,#393663,475.5139786501577,2199.538252058452,45301.0,3.0,8.03,3.0,8.0
313,Specialist,Graves,#EB8596,627.6552835969449,1559.3697876969354,46484.0,3.0,8.03,3.0,8.0
314,Fighter,Hecarim,#664A40,507.1462380096595,2308.5308362800774,52023.0,3.0,8.03,3.0,8.0
315,Specialist,Heimerdinger,#EB8596,820.1071210970997,911.644668089739,54629.0,3.0,8.03,3.0,8.0
316,Fighter,Illaoi,#664A40,777.6643331865632,2229.4745033833733,107705.0,3.0,8.03,3.0,8.0
317,Fighter,Irelia,#664A40,594.8999728763546,1948.444880474425,64891.0,3.0,8.03,3.0,8.0
318,Support,Ivern,#FFB733,285.14941791916084,1319.1655641251648,25705.0,3.0,8.03,3.0,8.0
319,Support,Janna,#FFB733,270.527651105292,975.7622421094909,238278.0,3.0,8.03,3.0,8.0
320,Fighter,Jarvan IV,#664A40,472.0059544380404,2017.0575476626884,164215.0,3.0,8.03,3.0,8.0
321,Assassin,Jax,#ED2941,513.8375355565134,1845.4032429979022,323767.0,3.0,8.03,3.0,8.0
322,Mage,Jayce,#25BAA4,715.7124260405704,1237.2598804550987,66422.0,3.0,8.03,3.0,8.0
323,Marksman,Jhin,#0D1F22,677.8882502139386,903.0788809706356,157763.0,3.0,8.03,3.0,8.0
324,Marksman,Jinx,#0D1F22,660.259286618517,1009.3018620039477,330859.0,3.0,8.03,3.0,8.0
3658,Marksman,Kai'Sa,#0D1F22,641.0380278424751,1216.31357907828,0.0,3.0,8.03,3.0,8.0
325,Marksman,Kalista,#0D1F22,624.7819789450148,1149.6183833163102,56956.0,3.0,8.03,3.0,8.0
326,Support,Karma,#FFB733,468.7057757021361,978.1842766005594,93683.0,3.0,8.03,3.0,8.0
327,Mage,Karthus,#25BAA4,947.7794842361309,1190.6919672165927,27304.0,3.0,8.03,3.0,8.0
328,Assassin,Kassadin,#ED2941,645.269045828363,1441.1475388028528,58749.0,3.0,8.03,3.0,8.0
329,Assassin,Katarina,#ED2941,725.8061988671666,1372.509214326723,143239.0,3.0,8.03,3.0,8.0
330,Specialist,Kayle,#EB8596,577.7553305885029,1420.0465670015867,47332.0,3.0,8.03,3.0,8.0
331,Assassin,Kayn,#ED2941,567.9841893293503,2192.376143814337,210860.0,3.0,8.03,3.0,8.0
332,Specialist,Kennen,#EB8596,670.5453975952252,1123.324856917291,33780.0,3.0,8.03,3.0,8.0
333,Assassin,Kha'Zix,#ED2941,543.4690534875764,1893.788328598656,157642.0,3.0,8.03,3.0,8.0
334,Marksman,Kindred,#0D1F22,643.0088048782693,1606.8480811516433,46192.0,3.0,8.03,3.0,8.0
335,Fighter,Kled,#664A40,622.7854962410037,2243.131444847721,49796.0,3.0,8.03,3.0,8.0
336,Marksman,Kog'Maw,#0D1F22,725.2588241448129,1063.1544646463872,82989.0,3.0,8.03,3.0,8.0
337,Mage,LeBlanc,#25BAA4,655.3141602167306,1131.1547150557842,48167.0,3.0,8.03,3.0,8.0
338,Fighter,Lee Sin,#664A40,443.652557544575,2019.969698089151,154174.0,3.0,8.03,3.0,8.0
339,Tank,Leona,#393663,255.25781065877896,1832.3265301105337,231093.0,3.0,8.03,3.0,8.0
340,Mage,Lissandra,#25BAA4,650.239384066288,1156.0269125653124,29513.0,3.0,8.03,3.0,8.0
341,Marksman,Lucian,#0D1F22,659.3274658170545,1065.6892129704686,218291.0,3.0,8.03,3.0,8.0
342,Support,Lulu,#FFB733,247.16473311374543,810.7269571152009,207482.0,3.0,8.03,3.0,8.0
343,Mage,Lux,#25BAA4,679.1179499435161,767.5617453515442,346405.0,3.0,8.03,3.0,8.0
344,Tank,Malphite,#393663,541.951893575893,1984.5447040931638,128054.0,3.0,8.03,3.0,8.0
345,Mage,Malzahar,#25BAA4,655.2850588106447,891.0243496357211,113568.0,3.0,8.03,3.0,8.0
346,Tank,Maokai,#393663,513.7937604956504,2671.445932858956,92925.0,3.0,8.03,3.0,8.0
347,Assassin,Master Yi,#ED2941,609.8736530100439,1811.6072861618989,223324.0,3.0,8.03,3.0,8.0
348,Marksman,Miss Fortune,#0D1F22,725.4351800660781,934.4040150643083,239137.0,3.0,8.03,3.0,8.0
349,Fighter,Mordekaiser,#664A40,695.0531508154106,2021.2551341688934,25929.0,3.0,8.03,3.0,8.0
350,Support,Morgana,#FFB733,498.98259281591453,1084.4004493436526,233764.0,3.0,8.03,3.0,8.0
351,Support,Nami,#FFB733,317.8873222681938,1123.2424207454678,217618.0,3.0,8.03,3.0,8.0
352,Fighter,Nasus,#664A40,614.3207800654974,2328.0358141455217,295903.0,3.0,8.03,3.0,8.0
353,Tank,Nautilus,#393663,363.36431728310635,2061.177509136896,91789.0,3.0,8.03,3.0,8.0
3672,Mage,Neeko,#25BAA4,0.0,0.0,0.0,3.0,8.03,3.0,8.0
354,Specialist,Nidalee,#EB8596,559.0590085096188,1791.1146862336507,60779.0,3.0,8.03,3.0,8.0
355,Assassin,Nocturne,#ED2941,530.0377476307614,1865.5997019962301,36258.0,3.0,8.03,3.0,8.0
356,Tank,Nunu,#393663,337.2675309946574,2580.6670733995284,77576.0,3.0,8.03,3.0,8.0
357,Fighter,Olaf,#664A40,574.6331003017958,2196.6289893290586,36474.0,3.0,8.03,3.0,8.0
358,Mage,Orianna,#25BAA4,650.2527251359553,919.8356344682908,133406.0,3.0,8.03,3.0,8.0
359,Tank,Ornn,#393663,537.7017967125593,2158.1004853594295,71023.0,3.0,8.03,3.0,8.0
360,Fighter,Pantheon,#664A40,631.0815415670581,1351.5464987610794,98677.0,3.0,8.03,3.0,8.0
361,Tank,Poppy,#393663,500.48282927937635,2216.0101348453236,43294.0,3.0,8.03,3.0,8.0
3662,Support,Pyke,#FFB733,362.75027519773744,1534.6200534909997,0.0,3.0,8.03,3.0,8.0
362,Specialist,Quinn,#EB8596,671.1352375306966,1136.8273766893908,31006.0,3.0,8.03,3.0,8.0
363,Support,Rakan,#FFB733,237.7692606633941,1442.4253556937251,116072.0,3.0,8.03,3.0,8.0
364,Tank,Rammus,#393663,469.31484987161105,2675.8430886549954,97426.0,3.0,8.03,3.0,8.0
365,Fighter,Rek'Sai,#664A40,474.3460418352503,2162.5995273396334,29971.0,3.0,8.03,3.0,8.0
366,Fighter,Renekton,#664A40,587.3575717898117,2145.1087272077625,68117.0,3.0,8.03,3.0,8.0
367,Fighter,Rengar,#664A40,557.682224630574,1804.0710397867247,78551.0,3.0,8.03,3.0,8.0
368,Assassin,Riven,#ED2941,555.9562698526987,1677.157956583446,188201.0,3.0,8.03,3.0,8.0
369,Mage,Rumble,#25BAA4,751.8643061121757,1456.528728157238,29457.0,3.0,8.03,3.0,8.0
370,Mage,Ryze,#25BAA4,635.463865558743,1294.0191137997913,66658.0,3.0,8.03,3.0,8.0
371,Tank,Sejuani,#393663,394.37244122246614,2421.610853520764,163944.0,3.0,8.03,3.0,8.0
372,Assassin,Shaco,#ED2941,505.88096247010685,1428.2132927135472,93418.0,3.0,8.03,3.0,8.0
373,Tank,Shen,#393663,376.6473690673154,2083.92240516312,141275.0,3.0,8.03,3.0,8.0
374,Fighter,Shyvana,#664A40,554.7243933617398,2294.8719378958203,210826.0,3.0,8.03,3.0,8.0
375,Specialist,Singed,#EB8596,674.3121356207121,2074.586063474594,64153.0,3.0,8.03,3.0,8.0
376,Tank,Sion,#393663,574.0503935549847,2824.71550424354,169902.0,3.0,8.03,3.0,8.0
377,Marksman,Sivir,#0D1F22,669.9002429705702,1013.8435721263143,79679.0,3.0,8.03,3.0,8.0
378,Fighter,Skarner,#664A40,371.7467147711774,2316.4276964384653,128668.0,3.0,8.03,3.0,8.0
379,Support,Sona,#FFB733,403.74426608464853,1200.0248865171634,153783.0,3.0,8.03,3.0,8.0
380,Support,Soraka,#FFB733,233.63038669667415,1370.6302832050123,140522.0,3.0,8.03,3.0,8.0
381,Mage,Swain,#25BAA4,756.7686589026059,1781.2871629868916,242076.0,3.0,8.03,3.0,8.0
3695,Mage,Sylas,#25BAA4,0.0,0.0,0.0,3.0,8.03,3.0,8.0
382,Mage,Syndra,#25BAA4,689.5612545367098,855.8127946155305,49714.0,3.0,8.03,3.0,8.0
383,Support,Tahm Kench,#FFB733,381.38526980339,2287.5084001416026,138140.0,3.0,8.03,3.0,8.0
384,Mage,Taliyah,#25BAA4,769.2764875094473,955.1797408215926,59089.0,3.0,8.03,3.0,8.0
385,Assassin,Talon,#ED2941,674.2164211127491,1330.1934697018849,63381.0,3.0,8.03,3.0,8.0
386,Support,Taric,#FFB733,209.4586292813006,1923.4274476686062,152986.0,3.0,8.03,3.0,8.0
387,Specialist,Teemo,#EB8596,850.5801985960214,1073.839600452818,167546.0,3.0,8.03,3.0,8.0
388,Support,Thresh,#FFB733,273.6192163234003,1425.2107875927538,281621.0,3.0,8.03,3.0,8.0
389,Marksman,Tristana,#0D1F22,660.8475246762383,1058.1059809475826,552197.0,3.0,8.03,3.0,8.0
390,Fighter,Trundle,#664A40,479.2550432482368,2505.7700698764943,63060.0,3.0,8.03,3.0,8.0
391,Assassin,Tryndamere,#ED2941,556.6551951142686,3371.7806584712766,136888.0,3.0,8.03,3.0,8.0
392,Mage,Twisted Fate,#25BAA4,635.985114157245,1043.0886320456784,116164.0,3.0,8.03,3.0,8.0
393,Marksman,Twitch,#0D1F22,691.1721305000029,1041.2534501226478,242685.0,3.0,8.03,3.0,8.0
394,Fighter,Udyr,#664A40,446.10985094892527,2248.301394441544,167534.0,3.0,8.03,3.0,8.0
395,Fighter,Urgot,#664A40,648.5770416477797,1960.3501531742834,86898.0,3.0,8.03,3.0,8.0
396,Marksman,Varus,#0D1F22,643.0360389490723,1063.7568619239323,351330.0,3.0,8.03,3.0,8.0
397,Marksman,Vayne,#0D1F22,658.7399969177965,1095.2696950985817,361967.0,3.0,8.03,3.0,8.0
398,Mage,Veigar,#25BAA4,697.8270843650247,872.6613319968225,209576.0,3.0,8.03,3.0,8.0
399,Mage,Vel'Koz,#25BAA4,808.3076094700002,793.1913669828054,93604.0,3.0,8.03,3.0,8.0
400,Fighter,Vi,#664A40,498.56712778049194,1912.040949199036,135077.0,3.0,8.03,3.0,8.0
401,Mage,Viktor,#25BAA4,759.028422283915,1116.3066237121448,78108.0,3.0,8.03,3.0,8.0
402,Mage,Vladimir,#25BAA4,719.0840039166292,2115.9328689085473,131489.0,3.0,8.03,3.0,8.0
403,Fighter,Volibear,#664A40,482.27447834893104,2338.001759047862,41643.0,3.0,8.03,3.0,8.0
404,Fighter,Warwick,#664A40,468.46813040177085,2708.4229517331173,351133.0,3.0,8.03,3.0,8.0
405,Fighter,Wukong,#664A40,604.9160322187174,1552.5347996401233,87270.0,3.0,8.03,3.0,8.0
406,Marksman,Xayah,#0D1F22,691.214746734847,1019.5561273086682,242507.0,3.0,8.03,3.0,8.0
407,Mage,Xerath,#25BAA4,812.4715730657023,729.6886420846408,124229.0,3.0,8.03,3.0,8.0
408,Fighter,Xin Zhao,#664A40,551.9700804087228,2144.8981171023743,153912.0,3.0,8.03,3.0,8.0
409,Assassin,Yasuo,#ED2941,649.1557668276971,1582.3467733889472,291600.0,3.0,8.03,3.0,8.0
410,Fighter,Yorick,#664A40,675.0161664882156,1987.1317098785469,80536.0,3.0,8.03,3.0,8.0
411,Tank,Zac,#393663,411.1849155298415,3113.50195595517,112431.0,3.0,8.03,3.0,8.0
412,Assassin,Zed,#ED2941,698.2718220998796,1229.1624118430464,178440.0,3.0,8.03,3.0,8.0
413,Mage,Ziggs,#25BAA4,827.5823107052391,765.5219800451155,62873.0,3.0,8.03,3.0,8.0
414,Specialist,Zilean,#EB8596,492.456805706266,1008.9634478081465,58534.0,3.0,8.03,3.0,8.0
415,Mage,Zoe,#25BAA4,725.5152031756033,876.9785658971272,140548.0,3.0,8.03,3.0,8.0
416,Support,Zyra,#FFB733,710.928963106293,739.9324788792163,110889.0,3.0,8.03,3.0,8.0
417,Fighter,Aatrox,#664A40,622.5088823538263,2263.411511087829,46221.0,4.0,8.04,4.0,8.0
418,Mage,Ahri,#25BAA4,721.7598783949137,998.5124968131852,155345.0,4.0,8.04,4.0,8.0
419,Assassin,Akali,#ED2941,632.476306557904,1806.6485604537893,94223.0,4.0,8.04,4.0,8.0
420,Tank,Alistar,#393663,275.2691390379777,2238.5946468842635,147201.0,4.0,8.04,4.0,8.0
421,Tank,Amumu,#393663,474.90875335091886,2273.958633271625,60589.0,4.0,8.04,4.0,8.0
422,Mage,Anivia,#25BAA4,669.4830935529951,1644.195016709935,85730.0,4.0,8.04,4.0,8.0
423,Mage,Annie,#25BAA4,665.5158248860545,886.0692932273514,85995.0,4.0,8.04,4.0,8.0
424,Marksman,Ashe,#0D1F22,625.9140044310801,955.4787145311881,108577.0,4.0,8.04,4.0,8.0
425,Mage,Aurelion Sol,#25BAA4,665.4984858205559,1164.840584102568,22979.0,4.0,8.04,4.0,8.0
426,Specialist,Azir,#EB8596,717.0831269718019,981.6220152536606,66666.0,4.0,8.04,4.0,8.0
427,Support,Bard,#FFB733,459.61110276204795,1135.4813280130882,98701.0,4.0,8.04,4.0,8.0
428,Support,Blitzcrank,#FFB733,324.7643556525883,1648.5830823073118,157271.0,4.0,8.04,4.0,8.0
429,Mage,Brand,#25BAA4,783.5514925318982,880.6233675985723,193189.0,4.0,8.04,4.0,8.0
430,Tank,Braum,#393663,234.89349040096295,1658.7217421995629,130244.0,4.0,8.04,4.0,8.0
431,Marksman,Caitlyn,#0D1F22,693.1194434955223,983.1006746720799,245011.0,4.0,8.04,4.0,8.0
432,Fighter,Camille,#664A40,577.9669380057209,1733.5012723719583,106487.0,4.0,8.04,4.0,8.0
433,Mage,Cassiopeia,#25BAA4,686.2783610334106,1283.4304773635579,52012.0,4.0,8.04,4.0,8.0
434,Specialist,Cho'Gath,#EB8596,567.8966340915149,2483.3759721949227,88950.0,4.0,8.04,4.0,8.0
435,Marksman,Corki,#0D1F22,768.3069797416575,1143.1642329074912,51457.0,4.0,8.04,4.0,8.0
436,Fighter,Darius,#664A40,584.6882341651121,2152.6747494328774,184062.0,4.0,8.04,4.0,8.0
437,Fighter,Diana,#664A40,679.2368691553917,1546.2792573347795,79409.0,4.0,8.04,4.0,8.0
438,Fighter,Dr. Mundo,#664A40,645.9496471421498,2856.2451025145647,45902.0,4.0,8.04,4.0,8.0
439,Marksman,Draven,#0D1F22,720.9710505645428,1184.3425136153992,167796.0,4.0,8.04,4.0,8.0
440,Assassin,Ekko,#ED2941,661.7823467084025,1677.5910871481224,146771.0,4.0,8.04,4.0,8.0
441,Fighter,Elise,#664A40,519.496074447262,1430.3352809621704,19989.0,4.0,8.04,4.0,8.0
442,Assassin,Evelynn,#ED2941,599.0582095734023,1506.9393577977198,70888.0,4.0,8.04,4.0,8.0
443,Marksman,Ezreal,#0D1F22,779.7370639548433,973.2827528348417,260038.0,4.0,8.04,4.0,8.0
444,Specialist,Fiddlesticks,#EB8596,583.5504858639232,1473.9449482515836,73797.0,4.0,8.04,4.0,8.0
445,Assassin,Fiora,#ED2941,628.1344564157582,2048.9974700647504,102133.0,4.0,8.04,4.0,8.0
446,Assassin,Fizz,#ED2941,656.1207515720458,1156.966581955903,130235.0,4.0,8.04,4.0,8.0
447,Tank,Galio,#393663,625.849012975914,1904.7889708288628,126236.0,4.0,8.04,4.0,8.0
448,Specialist,Gangplank,#EB8596,687.5034161494702,1409.875126619225,99244.0,4.0,8.04,4.0,8.0
449,Fighter,Garen,#664A40,596.9902148968612,2359.675462630351,165687.0,4.0,8.04,4.0,8.0
450,Specialist,Gnar,#EB8596,613.8267210271929,1654.9625887457482,84927.0,4.0,8.04,4.0,8.0
451,Tank,Gragas,#393663,481.14880291933287,2164.005820590741,30601.0,4.0,8.04,4.0,8.0
452,Specialist,Graves,#EB8596,626.5396698503242,1560.430942279361,37354.0,4.0,8.04,4.0,8.0
453,Fighter,Hecarim,#664A40,503.6742577833094,2325.276013184092,42160.0,4.0,8.04,4.0,8.0
454,Specialist,Heimerdinger,#EB8596,781.584811239808,926.988682699031,42884.0,4.0,8.04,4.0,8.0
455,Fighter,Illaoi,#664A40,769.049767361324,2218.664108105024,82810.0,4.0,8.04,4.0,8.0
456,Fighter,Irelia,#664A40,585.0344896966849,1955.7489324228245,51340.0,4.0,8.04,4.0,8.0
457,Support,Ivern,#FFB733,284.8739487601659,1298.1649637627027,17262.0,4.0,8.04,4.0,8.0
458,Support,Janna,#FFB733,270.142439482769,970.2279618042512,218379.0,4.0,8.04,4.0,8.0
459,Fighter,Jarvan IV,#664A40,474.1695330642203,2014.1539810394568,130736.0,4.0,8.04,4.0,8.0
460,Assassin,Jax,#ED2941,512.4478738246844,1858.8911538245393,260706.0,4.0,8.04,4.0,8.0
461,Mage,Jayce,#25BAA4,699.1453942958808,1244.4663067736333,44244.0,4.0,8.04,4.0,8.0
462,Marksman,Jhin,#0D1F22,670.5793312475419,917.5196054073434,120406.0,4.0,8.04,4.0,8.0
463,Marksman,Jinx,#0D1F22,670.7938190147775,1014.7167235726336,297761.0,4.0,8.04,4.0,8.0
3659,Marksman,Kai'Sa,#0D1F22,641.0380278424751,1216.31357907828,0.0,4.0,8.04,4.0,8.0
464,Marksman,Kalista,#0D1F22,598.149123646412,1158.6882961699614,30636.0,4.0,8.04,4.0,8.0
465,Support,Karma,#FFB733,469.15362534276284,977.2260287262443,82532.0,4.0,8.04,4.0,8.0
466,Mage,Karthus,#25BAA4,950.8265998408857,1189.0053066995417,37466.0,4.0,8.04,4.0,8.0
467,Assassin,Kassadin,#ED2941,646.0674774173054,1444.6417079392832,52825.0,4.0,8.04,4.0,8.0
468,Assassin,Katarina,#ED2941,707.6227444892006,1370.430682253985,101410.0,4.0,8.04,4.0,8.0
469,Specialist,Kayle,#EB8596,573.740135621821,1418.8872217731234,39608.0,4.0,8.04,4.0,8.0
470,Assassin,Kayn,#ED2941,560.0023085410991,2205.712806329777,154483.0,4.0,8.04,4.0,8.0
471,Specialist,Kennen,#EB8596,650.4106438079141,1111.583334628438,26997.0,4.0,8.04,4.0,8.0
472,Assassin,Kha'Zix,#ED2941,533.8557097149176,1889.9155696852647,133900.0,4.0,8.04,4.0,8.0
473,Marksman,Kindred,#0D1F22,644.0244369751932,1610.5239102331827,39835.0,4.0,8.04,4.0,8.0
474,Fighter,Kled,#664A40,616.4958910605725,2248.974485637024,42396.0,4.0,8.04,4.0,8.0
475,Marksman,Kog'Maw,#0D1F22,759.7873478076667,1067.1277858742176,54736.0,4.0,8.04,4.0,8.0
476,Mage,LeBlanc,#25BAA4,656.1184958584635,1138.9215926870556,39446.0,4.0,8.04,4.0,8.0
477,Fighter,Lee Sin,#664A40,451.20050915975474,2004.6101994660692,84164.0,4.0,8.04,4.0,8.0
478,Tank,Leona,#393663,247.82905963582,1782.5628697013062,168133.0,4.0,8.04,4.0,8.0
479,Mage,Lissandra,#25BAA4,637.6871277226431,1095.6272010715763,23061.0,4.0,8.04,4.0,8.0
480,Marksman,Lucian,#0D1F22,662.1163643782396,1072.243713902886,139982.0,4.0,8.04,4.0,8.0
481,Support,Lulu,#FFB733,241.69676738714418,798.2930149331092,171675.0,4.0,8.04,4.0,8.0
482,Mage,Lux,#25BAA4,673.8994809348972,770.6505612706063,245735.0,4.0,8.04,4.0,8.0
483,Tank,Malphite,#393663,531.1413993423681,1970.385927095473,97279.0,4.0,8.04,4.0,8.0
484,Mage,Malzahar,#25BAA4,653.608351955279,906.2559746671487,83283.0,4.0,8.04,4.0,8.0
485,Tank,Maokai,#393663,510.0316523915533,2651.700125979297,71236.0,4.0,8.04,4.0,8.0
486,Assassin,Master Yi,#ED2941,615.4338681424289,1811.0545920729526,184739.0,4.0,8.04,4.0,8.0
487,Marksman,Miss Fortune,#0D1F22,711.7728873201767,937.9027224576971,178739.0,4.0,8.04,4.0,8.0
488,Fighter,Mordekaiser,#664A40,698.6567559595237,2011.7875660138375,31625.0,4.0,8.04,4.0,8.0
489,Support,Morgana,#FFB733,489.7106176760575,1071.029807893433,192568.0,4.0,8.04,4.0,8.0
490,Support,Nami,#FFB733,312.9738089439235,1107.7725817431517,184650.0,4.0,8.04,4.0,8.0
491,Fighter,Nasus,#664A40,595.5115512207966,2292.606253541487,183960.0,4.0,8.04,4.0,8.0
