,Class,champion,color,dmgdealt/min,dmgtaken/min,games,internal,patch,patchnum,season
1938,Fighter,Urgot,#664A40,630.271790142663,1896.70583452809,45580.0,14.0,8.14,14.0,8.0
1939,Marksman,Varus,#0D1F22,588.624977056592,954.51538258792,66354.0,14.0,8.14,14.0,8.0
1940,Marksman,Vayne,#0D1F22,599.7374456416222,1070.1892797287803,129396.0,14.0,8.14,14.0,8.0
1941,Mage,Veigar,#25BAA4,673.5428369524533,852.3927062494773,115845.0,14.0,8.14,14.0,8.0
1942,Mage,Vel'Koz,#25BAA4,767.0028410352737,771.243260965517,79188.0,14.0,8.14,14.0,8.0
1943,Fighter,Vi,#664A40,526.8461707189105,1878.1994649168985,68329.0,14.0,8.14,14.0,8.0
1944,Mage,Viktor,#25BAA4,747.2293751597559,1067.5310140625345,28592.0,14.0,8.14,14.0,8.0
1945,Mage,Vladimir,#25BAA4,683.9752146312522,2073.324471256245,81748.0,14.0,8.14,14.0,8.0
1946,Fighter,Volibear,#664A40,494.47881166426015,2227.6736996047525,45864.0,14.0,8.14,14.0,8.0
1947,Fighter,Warwick,#664A40,462.7015849679827,2611.456316160112,105075.0,14.0,8.14,14.0,8.0
1948,Fighter,Wukong,#664A40,630.1193359888944,1472.136924352769,144864.0,14.0,8.14,14.0,8.0
1949,Marksman,Xayah,#0D1F22,613.6364029275159,956.2045337148251,89903.0,14.0,8.14,14.0,8.0
1950,Mage,Xerath,#25BAA4,785.1105361388862,727.5374408601612,48598.0,14.0,8.14,14.0,8.0
1951,Fighter,Xin Zhao,#664A40,525.3434080464122,2103.262779905795,78760.0,14.0,8.14,14.0,8.0
1952,Assassin,Yasuo,#ED2941,644.1634984822134,1467.9412081517912,243167.0,14.0,8.14,14.0,8.0
1953,Fighter,Yorick,#664A40,666.4648989022202,1904.6104426241109,60232.0,14.0,8.14,14.0,8.0
1954,Tank,Zac,#393663,414.77965978923197,3076.4390070562513,22927.0,14.0,8.14,14.0,8.0
1955,Assassin,Zed,#ED2941,734.0776126135324,1193.1144156766732,172013.0,14.0,8.14,14.0,8.0
1956,Mage,Ziggs,#25BAA4,805.0349387344395,766.0584627219432,48477.0,14.0,8.14,14.0,8.0
1957,Specialist,Zilean,#EB8596,451.85889431806385,971.7050674297067,39915.0,14.0,8.14,14.0,8.0
1958,Mage,Zoe,#25BAA4,720.2915960928198,894.2919818014843,89781.0,14.0,8.14,14.0,8.0
1959,Support,Zyra,#FFB733,669.1971775201895,755.7669421486254,96288.0,14.0,8.14,14.0,8.0
1960,Fighter,Aatrox,#664A40,591.2506190501894,2322.5957435063146,67369.0,15.0,8.15,15.0,8.0
1961,Mage,Ahri,#25BAA4,710.622410082411,979.6715111336318,151163.0,15.0,8.15,15.0,8.0
1962,Assassin,Akali,#ED2941,585.6045642192415,1425.519325348572,197754.0,15.0,8.15,15.0,8.0
1963,Tank,Alistar,#393663,272.0618089923477,2132.2973204729037,78304.0,15.0,8.15,15.0,8.0
1964,Tank,Amumu,#393663,487.445059596849,2163.1484187510014,49091.0,15.0,8.15,15.0,8.0
1965,Mage,Anivia,#25BAA4,627.6694005413601,1584.4364191730892,42389.0,15.0,8.15,15.0,8.0
1966,Mage,Annie,#25BAA4,671.1626074146,867.8168760526722,50300.0,15.0,8.15,15.0,8.0
1967,Marksman,Ashe,#0D1F22,583.8851463209518,943.0040240777751,91495.0,15.0,8.15,15.0,8.0
1968,Mage,Aurelion Sol,#25BAA4,661.3395928854654,1216.5097007519046,21322.0,15.0,8.15,15.0,8.0
1969,Specialist,Azir,#EB8596,658.079663137343,979.9018040179898,16613.0,15.0,8.15,15.0,8.0
1970,Support,Bard,#FFB733,448.2089331142092,1135.49909660194,49214.0,15.0,8.15,15.0,8.0
1971,Support,Blitzcrank,#FFB733,326.55550054136637,1588.4942455680837,101273.0,15.0,8.15,15.0,8.0
1972,Mage,Brand,#25BAA4,731.3449869082056,862.4562395141702,126025.0,15.0,8.15,15.0,8.0
1973,Tank,Braum,#393663,236.87193524439095,1574.9465432101435,66234.0,15.0,8.15,15.0,8.0
1974,Marksman,Caitlyn,#0D1F22,638.911325407527,929.4359106765319,145512.0,15.0,8.15,15.0,8.0
1975,Fighter,Camille,#664A40,551.7769133393653,1777.7166797136124,49232.0,15.0,8.15,15.0,8.0
1976,Mage,Cassiopeia,#25BAA4,667.211173176767,1229.1846987899712,18147.0,15.0,8.15,15.0,8.0
1977,Specialist,Cho'Gath,#EB8596,549.6616802468602,2373.170675876807,65268.0,15.0,8.15,15.0,8.0
1978,Marksman,Corki,#0D1F22,724.80383888186,1111.6088158683456,11525.0,15.0,8.15,15.0,8.0
1979,Fighter,Darius,#664A40,570.0915080464956,1970.9932310202419,129891.0,15.0,8.15,15.0,8.0
1980,Fighter,Diana,#664A40,689.0863967820139,1522.6664064022784,59372.0,15.0,8.15,15.0,8.0
1981,Fighter,Dr. Mundo,#664A40,618.4546536635322,2737.563760707078,72748.0,15.0,8.15,15.0,8.0
1982,Marksman,Draven,#0D1F22,711.7735125875639,1131.2617530982682,122881.0,15.0,8.15,15.0,8.0
1983,Assassin,Ekko,#ED2941,660.348576586405,1677.9119138772235,107263.0,15.0,8.15,15.0,8.0
1984,Fighter,Elise,#664A40,568.4250107979105,1438.8110163857032,17987.0,15.0,8.15,15.0,8.0
1985,Assassin,Evelynn,#ED2941,647.7739658830388,1478.8399804285996,71569.0,15.0,8.15,15.0,8.0
1986,Marksman,Ezreal,#0D1F22,710.5408131448247,922.3973518854897,123624.0,15.0,8.15,15.0,8.0
1987,Specialist,Fiddlesticks,#EB8596,534.2746748442602,1109.4879368663628,73048.0,15.0,8.15,15.0,8.0
1988,Assassin,Fiora,#ED2941,610.016566763936,1940.5193162342864,52099.0,15.0,8.15,15.0,8.0
1989,Assassin,Fizz,#ED2941,676.0249541464354,1139.6655022153657,119065.0,15.0,8.15,15.0,8.0
1990,Tank,Galio,#393663,529.9192099762034,1811.4441967785397,29817.0,15.0,8.15,15.0,8.0
1991,Specialist,Gangplank,#EB8596,651.9378949285757,1428.18258116219,76893.0,15.0,8.15,15.0,8.0
1992,Fighter,Garen,#664A40,613.1913552615969,2293.6653799751452,209014.0,15.0,8.15,15.0,8.0
1993,Specialist,Gnar,#EB8596,601.6469438091724,1561.4912278911838,45143.0,15.0,8.15,15.0,8.0
1994,Tank,Gragas,#393663,523.2173749470384,1985.0477888213054,48443.0,15.0,8.15,15.0,8.0
1995,Specialist,Graves,#EB8596,619.1900865423235,1560.5094366650683,159365.0,15.0,8.15,15.0,8.0
1996,Fighter,Hecarim,#664A40,537.1672833448133,2286.6186090411243,34251.0,15.0,8.15,15.0,8.0
1997,Specialist,Heimerdinger,#EB8596,795.4480045469275,910.0196660645333,55955.0,15.0,8.15,15.0,8.0
1998,Fighter,Illaoi,#664A40,742.7409102845475,2106.37221593433,41155.0,15.0,8.15,15.0,8.0
1999,Fighter,Irelia,#664A40,595.8542949746845,1799.326560017676,62525.0,15.0,8.15,15.0,8.0
2000,Support,Ivern,#FFB733,299.82961646672874,1203.5661548260516,9874.0,15.0,8.15,15.0,8.0
2001,Support,Janna,#FFB733,269.7999384159541,952.9629816838061,60985.0,15.0,8.15,15.0,8.0
2002,Fighter,Jarvan IV,#664A40,502.08172890028,1907.0882527000565,47204.0,15.0,8.15,15.0,8.0
2003,Assassin,Jax,#ED2941,558.2759247766069,1730.4579701710632,192270.0,15.0,8.15,15.0,8.0
2004,Mage,Jayce,#25BAA4,707.8937608433607,1235.8335988790923,33477.0,15.0,8.15,15.0,8.0
2005,Marksman,Jhin,#0D1F22,684.6193723840471,938.861940440854,330424.0,15.0,8.15,15.0,8.0
2006,Marksman,Jinx,#0D1F22,638.1668113456285,968.1184454066914,206857.0,15.0,8.15,15.0,8.0
2007,Marksman,Kai'Sa,#0D1F22,625.9335079467954,1087.3639538171892,165942.0,15.0,8.15,15.0,8.0
2008,Marksman,Kalista,#0D1F22,576.053764406611,1119.2019296122025,10984.0,15.0,8.15,15.0,8.0
2009,Support,Karma,#FFB733,456.63850647072843,951.662851489403,47339.0,15.0,8.15,15.0,8.0
2010,Mage,Karthus,#25BAA4,943.9240774742734,1147.739802774195,24219.0,15.0,8.15,15.0,8.0
2011,Assassin,Kassadin,#ED2941,672.5862438679883,1453.9736017475086,33494.0,15.0,8.15,15.0,8.0
2012,Assassin,Katarina,#ED2941,724.6432359971403,1374.7016751111582,57525.0,15.0,8.15,15.0,8.0
2013,Specialist,Kayle,#EB8596,545.1183627897457,1371.3070891955956,25447.0,15.0,8.15,15.0,8.0
2014,Assassin,Kayn,#ED2941,589.1880690842816,2183.868151220211,125190.0,15.0,8.15,15.0,8.0
2015,Specialist,Kennen,#EB8596,664.601127141016,1098.2742501465036,43490.0,15.0,8.15,15.0,8.0
2016,Assassin,Kha'Zix,#ED2941,583.6851737190158,1875.593858542075,70252.0,15.0,8.15,15.0,8.0
2017,Marksman,Kindred,#0D1F22,593.364175802527,1711.572367581011,75098.0,15.0,8.15,15.0,8.0
2018,Fighter,Kled,#664A40,627.9400967908009,2148.263649233364,38411.0,15.0,8.15,15.0,8.0
2019,Marksman,Kog'Maw,#0D1F22,723.1837465832155,1010.8302334435331,12653.0,15.0,8.15,15.0,8.0
2020,Mage,LeBlanc,#25BAA4,668.250363288388,986.5007686189743,75625.0,15.0,8.15,15.0,8.0
2021,Fighter,Lee Sin,#664A40,511.57423338433443,1953.06913481725,153889.0,15.0,8.15,15.0,8.0
2022,Tank,Leona,#393663,255.64374447928807,1702.957878239629,98475.0,15.0,8.15,15.0,8.0
2023,Mage,Lissandra,#25BAA4,641.4605069011607,1075.1270950151686,24525.0,15.0,8.15,15.0,8.0
2024,Marksman,Lucian,#0D1F22,636.8628367491641,1111.6284886165897,143878.0,15.0,8.15,15.0,8.0
2025,Support,Lulu,#FFB733,256.19114242179154,807.9124760973938,65882.0,15.0,8.15,15.0,8.0
2026,Mage,Lux,#25BAA4,625.7535224719122,749.2693501653965,206464.0,15.0,8.15,15.0,8.0
2027,Tank,Malphite,#393663,555.7588837159608,1810.9369588887173,82787.0,15.0,8.15,15.0,8.0
2028,Mage,Malzahar,#25BAA4,661.7287048982173,875.5276441317956,65102.0,15.0,8.15,15.0,8.0
2029,Tank,Maokai,#393663,491.3200110713895,2439.156463360835,26856.0,15.0,8.15,15.0,8.0
2030,Assassin,Master Yi,#ED2941,594.6194950713891,1770.7934726865046,125141.0,15.0,8.15,15.0,8.0
2031,Marksman,Miss Fortune,#0D1F22,704.7528563271795,949.5483969212866,231372.0,15.0,8.15,15.0,8.0
2032,Fighter,Mordekaiser,#664A40,647.9459910790614,1942.4816994051268,17097.0,15.0,8.15,15.0,8.0
2033,Support,Morgana,#FFB733,454.28559849957264,1013.9211163152574,178759.0,15.0,8.15,15.0,8.0
2034,Support,Nami,#FFB733,307.7571179288937,1088.8202936097896,151086.0,15.0,8.15,15.0,8.0
2035,Fighter,Nasus,#664A40,583.4070510031908,2248.399600324939,95479.0,15.0,8.15,15.0,8.0
2036,Tank,Nautilus,#393663,354.0965061327607,1897.7824065829905,48506.0,15.0,8.15,15.0,8.0
3684,Mage,Neeko,#25BAA4,0.0,0.0,0.0,15.0,8.15,15.0,8.0
2037,Specialist,Nidalee,#EB8596,591.5295803606017,1734.4035178060192,32578.0,15.0,8.15,15.0,8.0
2038,Assassin,Nocturne,#ED2941,556.1699206538273,1856.8679533502077,97101.0,15.0,8.15,15.0,8.0
2039,Tank,Nunu,#393663,423.7715382832469,2233.9062037801805,20383.0,15.0,8.15,15.0,8.0
2040,Fighter,Olaf,#664A40,593.880318902988,2137.5659533161033,32289.0,15.0,8.15,15.0,8.0
2041,Mage,Orianna,#25BAA4,643.2659886870628,929.8016524823573,68765.0,15.0,8.15,15.0,8.0
2042,Tank,Ornn,#393663,504.71982924524076,2062.1743958511624,21957.0,15.0,8.15,15.0,8.0
2043,Fighter,Pantheon,#664A40,608.1706257686993,1410.4920177386743,109889.0,15.0,8.15,15.0,8.0
2044,Tank,Poppy,#393663,532.565039802896,2078.401683078641,60640.0,15.0,8.15,15.0,8.0
2045,Support,Pyke,#FFB733,349.36682130140105,1479.919609434938,169093.0,15.0,8.15,15.0,8.0
2046,Specialist,Quinn,#EB8596,726.6765555108458,1065.7110031583986,119630.0,15.0,8.15,15.0,8.0
2047,Support,Rakan,#FFB733,274.5323077597094,1311.3678691648688,90904.0,15.0,8.15,15.0,8.0
2048,Tank,Rammus,#393663,473.0494950781387,2644.664950998802,35773.0,15.0,8.15,15.0,8.0
2049,Fighter,Rek'Sai,#664A40,507.9503370849063,2073.126717363536,11124.0,15.0,8.15,15.0,8.0
2050,Fighter,Renekton,#664A40,593.6823265517709,2030.0845207904742,63461.0,15.0,8.15,15.0,8.0
2051,Fighter,Rengar,#664A40,587.6776804275162,1863.9052341147276,86279.0,15.0,8.15,15.0,8.0
2052,Assassin,Riven,#ED2941,548.5405897706825,1684.3489208236072,75157.0,15.0,8.15,15.0,8.0
2053,Mage,Rumble,#25BAA4,713.6032651471114,1468.5573965832561,25674.0,15.0,8.15,15.0,8.0
2054,Mage,Ryze,#25BAA4,629.9953698252597,1288.5058068452245,39077.0,15.0,8.15,15.0,8.0
2055,Tank,Sejuani,#393663,388.22299484543186,2276.903220169852,25966.0,15.0,8.15,15.0,8.0
2056,Assassin,Shaco,#ED2941,523.9022111514947,1410.3881645825143,58955.0,15.0,8.15,15.0,8.0
2057,Tank,Shen,#393663,349.976408702926,1929.926620651871,59060.0,15.0,8.15,15.0,8.0
2058,Fighter,Shyvana,#664A40,553.7735267477478,2206.4544817281426,38502.0,15.0,8.15,15.0,8.0
2059,Specialist,Singed,#EB8596,639.2676031686402,1879.3521755748218,39335.0,15.0,8.15,15.0,8.0
2060,Tank,Sion,#393663,538.5271369722977,2744.702092787053,33614.0,15.0,8.15,15.0,8.0
2061,Marksman,Sivir,#0D1F22,627.7990069403896,963.7536883662148,43317.0,15.0,8.15,15.0,8.0
2062,Fighter,Skarner,#664A40,364.6405410084655,2268.64104170569,11561.0,15.0,8.15,15.0,8.0
2063,Support,Sona,#FFB733,401.20324754113204,1161.5664780115849,104212.0,15.0,8.15,15.0,8.0
2064,Support,Soraka,#FFB733,252.85143955064908,1296.2886463748187,93011.0,15.0,8.15,15.0,8.0
2065,Mage,Swain,#25BAA4,715.7019377606736,1651.8370107574951,68274.0,15.0,8.15,15.0,8.0
3707,Mage,Sylas,#25BAA4,0.0,0.0,0.0,15.0,8.15,15.0,8.0
2066,Mage,Syndra,#25BAA4,698.6035182827809,861.3325524713645,38822.0,15.0,8.15,15.0,8.0
2067,Support,Tahm Kench,#FFB733,371.84653625838325,2121.044620001561,41261.0,15.0,8.15,15.0,8.0
2068,Mage,Taliyah,#25BAA4,704.1806311176587,1255.314553737012,36092.0,15.0,8.15,15.0,8.0
2069,Assassin,Talon,#ED2941,694.6326051965461,1301.5376802199705,80081.0,15.0,8.15,15.0,8.0
2070,Support,Taric,#FFB733,196.6467458011519,1804.1348063648852,37794.0,15.0,8.15,15.0,8.0
2071,Specialist,Teemo,#EB8596,790.6852453364606,1034.296790805648,107129.0,15.0,8.15,15.0,8.0
2072,Support,Thresh,#FFB733,277.52425904646697,1330.182676904859,147079.0,15.0,8.15,15.0,8.0
2073,Marksman,Tristana,#0D1F22,583.7188128560143,1001.685193444112,72795.0,15.0,8.15,15.0,8.0
2074,Fighter,Trundle,#664A40,441.89968229177424,2534.2912146818976,74057.0,15.0,8.15,15.0,8.0
2075,Assassin,Tryndamere,#ED2941,559.9752089676163,3112.3184177942376,117519.0,15.0,8.15,15.0,8.0
2076,Mage,Twisted Fate,#25BAA4,610.0871867295247,1066.1146511017184,52821.0,15.0,8.15,15.0,8.0
2077,Marksman,Twitch,#0D1F22,665.3517754663419,1063.5592686457335,71041.0,15.0,8.15,15.0,8.0
2078,Fighter,Udyr,#664A40,440.34988407821623,2179.22682526696,95268.0,15.0,8.15,15.0,8.0
2079,Fighter,Urgot,#664A40,631.0724394838824,1895.5211192255342,39479.0,15.0,8.15,15.0,8.0
2080,Marksman,Varus,#0D1F22,619.9860392429514,916.5693334937697,89811.0,15.0,8.15,15.0,8.0
2081,Marksman,Vayne,#0D1F22,600.312271619348,1067.2898917083937,115376.0,15.0,8.15,15.0,8.0
2082,Mage,Veigar,#25BAA4,672.3126166419476,850.300848279822,92848.0,15.0,8.15,15.0,8.0
2083,Mage,Vel'Koz,#25BAA4,758.4722249005694,762.7384121681963,65995.0,15.0,8.15,15.0,8.0
2084,Fighter,Vi,#664A40,519.4378165891861,1868.3849916658871,63704.0,15.0,8.15,15.0,8.0
2085,Mage,Viktor,#25BAA4,742.1288344986707,1070.170418735725,24999.0,15.0,8.15,15.0,8.0
2086,Mage,Vladimir,#25BAA4,691.9578760298862,2069.570744278284,63284.0,15.0,8.15,15.0,8.0
2087,Fighter,Volibear,#664A40,490.7624516997166,2213.0875868009,43408.0,15.0,8.15,15.0,8.0
2088,Fighter,Warwick,#664A40,457.2294286300353,2598.0363105602705,94821.0,15.0,8.15,15.0,8.0
2089,Fighter,Wukong,#664A40,629.833288087498,1466.8331834794803,117869.0,15.0,8.15,15.0,8.0
2090,Marksman,Xayah,#0D1F22,624.3558793932399,951.024053129862,75830.0,15.0,8.15,15.0,8.0
2091,Mage,Xerath,#25BAA4,781.9154186871044,721.613660936736,43214.0,15.0,8.15,15.0,8.0
2092,Fighter,Xin Zhao,#664A40,525.2117131813095,2096.8124740812796,67669.0,15.0,8.15,15.0,8.0
2093,Assassin,Yasuo,#ED2941,631.5738690761655,1468.1902469760307,216442.0,15.0,8.15,15.0,8.0
2094,Fighter,Yorick,#664A40,665.1439977197733,1900.2849905002206,62029.0,15.0,8.15,15.0,8.0
2095,Tank,Zac,#393663,412.8332034976864,3071.660007429595,22923.0,15.0,8.15,15.0,8.0
2096,Assassin,Zed,#ED2941,732.1792835850052,1190.136530617065,146642.0,15.0,8.15,15.0,8.0
2097,Mage,Ziggs,#25BAA4,802.2554095677879,766.6043993015472,35937.0,15.0,8.15,15.0,8.0
2098,Specialist,Zilean,#EB8596,445.3041463396929,976.7186149803676,40981.0,15.0,8.15,15.0,8.0
2099,Mage,Zoe,#25BAA4,719.9999648284352,903.0192921439032,92379.0,15.0,8.15,15.0,8.0
2100,Support,Zyra,#FFB733,663.3685350254775,750.2947097273959,89454.0,15.0,8.15,15.0,8.0
2101,Fighter,Aatrox,#664A40,574.0088487369468,2174.91309401167,45936.0,16.0,8.16,16.0,8.0
2102,Mage,Ahri,#25BAA4,709.1674733508602,979.1883874036884,159794.0,16.0,8.16,16.0,8.0
2103,Assassin,Akali,#ED2941,602.846435129939,1438.2697634099218,145761.0,16.0,8.16,16.0,8.0
2104,Tank,Alistar,#393663,274.15765647187567,2135.921727991513,94772.0,16.0,8.16,16.0,8.0
2105,Tank,Amumu,#393663,491.8656222331162,2233.7788868372068,76112.0,16.0,8.16,16.0,8.0
2106,Mage,Anivia,#25BAA4,634.0447650423262,1608.8427602936358,48955.0,16.0,8.16,16.0,8.0
2107,Mage,Annie,#25BAA4,671.8938849025953,874.0737230506785,52458.0,16.0,8.16,16.0,8.0
2108,Marksman,Ashe,#0D1F22,596.5572806927775,949.7656635005513,106152.0,16.0,8.16,16.0,8.0
2109,Mage,Aurelion Sol,#25BAA4,658.1172128015339,1221.6226610244266,30654.0,16.0,8.16,16.0,8.0
2110,Specialist,Azir,#EB8596,662.2926199081031,983.5367027055371,18928.0,16.0,8.16,16.0,8.0
2111,Support,Bard,#FFB733,450.626069870414,1133.1273942421287,50923.0,16.0,8.16,16.0,8.0
2112,Support,Blitzcrank,#FFB733,326.69055757617775,1587.7553900217333,108514.0,16.0,8.16,16.0,8.0
2113,Mage,Brand,#25BAA4,747.5206106832541,863.4710919614079,124130.0,16.0,8.16,16.0,8.0
2114,Tank,Braum,#393663,240.23412404657012,1573.5778231034149,88018.0,16.0,8.16,16.0,8.0
2115,Marksman,Caitlyn,#0D1F22,649.050265854692,934.9046523758172,126399.0,16.0,8.16,16.0,8.0
2116,Fighter,Camille,#664A40,553.5609940321064,1777.2157627585932,56935.0,16.0,8.16,16.0,8.0
2117,Mage,Cassiopeia,#25BAA4,670.9403356610668,1223.795334219515,22579.0,16.0,8.16,16.0,8.0
2118,Specialist,Cho'Gath,#EB8596,555.2141571623849,2405.4080619582014,69791.0,16.0,8.16,16.0,8.0
2119,Marksman,Corki,#0D1F22,731.7775591918246,1110.866062423028,11485.0,16.0,8.16,16.0,8.0
2120,Fighter,Darius,#664A40,582.0369233653778,1981.3476951446398,129275.0,16.0,8.16,16.0,8.0
2121,Fighter,Diana,#664A40,681.5448763767341,1518.2774239765604,59458.0,16.0,8.16,16.0,8.0
2122,Fighter,Dr. Mundo,#664A40,628.9585541182764,2758.1542786374407,69030.0,16.0,8.16,16.0,8.0
2123,Marksman,Draven,#0D1F22,716.0740757200227,1120.168552124907,129596.0,16.0,8.16,16.0,8.0
2124,Assassin,Ekko,#ED2941,652.0034102124133,1670.0429765614122,103223.0,16.0,8.16,16.0,8.0
2125,Fighter,Elise,#664A40,564.6226484277768,1440.0415805824118,18381.0,16.0,8.16,16.0,8.0
2126,Assassin,Evelynn,#ED2941,627.7856514810654,1474.1200621624935,69822.0,16.0,8.16,16.0,8.0
2127,Marksman,Ezreal,#0D1F22,729.7963897990928,928.5018296137588,131894.0,16.0,8.16,16.0,8.0
2128,Specialist,Fiddlesticks,#EB8596,546.8619573256307,1175.8049032213248,57041.0,16.0,8.16,16.0,8.0
2129,Assassin,Fiora,#ED2941,613.4430826135944,1946.8018124232678,55869.0,16.0,8.16,16.0,8.0
2130,Assassin,Fizz,#ED2941,641.3073161429006,1133.871083983381,102171.0,16.0,8.16,16.0,8.0
2131,Tank,Galio,#393663,535.7936036686366,1820.8451696509878,32827.0,16.0,8.16,16.0,8.0
2132,Specialist,Gangplank,#EB8596,671.8074166509774,1448.653473136051,67400.0,16.0,8.16,16.0,8.0
2133,Fighter,Garen,#664A40,615.8767987843491,2280.7588768304377,214865.0,16.0,8.16,16.0,8.0
2134,Specialist,Gnar,#EB8596,603.9566652764686,1574.9078623093644,43463.0,16.0,8.16,16.0,8.0
2135,Tank,Gragas,#393663,512.0540699955161,2002.2642602050194,58943.0,16.0,8.16,16.0,8.0
2136,Specialist,Graves,#EB8596,631.0325843088245,1555.5821819812943,178133.0,16.0,8.16,16.0,8.0
2137,Fighter,Hecarim,#664A40,550.4609179375374,2309.431839802793,63580.0,16.0,8.16,16.0,8.0
2138,Specialist,Heimerdinger,#EB8596,800.3809225011349,922.8376468621952,47086.0,16.0,8.16,16.0,8.0
2139,Fighter,Illaoi,#664A40,755.6567992567078,2118.2099438562655,44702.0,16.0,8.16,16.0,8.0
2140,Fighter,Irelia,#664A40,610.6849767064504,1804.638037320773,97124.0,16.0,8.16,16.0,8.0
2141,Support,Ivern,#FFB733,303.5526204848988,1193.3562505650107,10838.0,16.0,8.16,16.0,8.0
2142,Support,Janna,#FFB733,264.00251674685114,950.3392943909035,67173.0,16.0,8.16,16.0,8.0
2143,Fighter,Jarvan IV,#664A40,494.71602142898485,1914.2895630096539,52847.0,16.0,8.16,16.0,8.0
2144,Assassin,Jax,#ED2941,564.29645753781,1732.2383635668261,232250.0,16.0,8.16,16.0,8.0
2145,Mage,Jayce,#25BAA4,703.1135893371942,1234.6802478546138,33392.0,16.0,8.16,16.0,8.0
2146,Marksman,Jhin,#0D1F22,691.2889644707478,944.3475550838173,309525.0,16.0,8.16,16.0,8.0
2147,Marksman,Jinx,#0D1F22,645.9813576085455,972.3501800617533,223460.0,16.0,8.16,16.0,8.0
2148,Marksman,Kai'Sa,#0D1F22,642.9873146898939,1087.6851443530195,220417.0,16.0,8.16,16.0,8.0
2149,Marksman,Kalista,#0D1F22,589.0292024947499,1128.5561584400887,12783.0,16.0,8.16,16.0,8.0
2150,Support,Karma,#FFB733,458.5637101789676,952.0237237498941,48617.0,16.0,8.16,16.0,8.0
2151,Mage,Karthus,#25BAA4,956.1123725248115,1111.6385375094849,29691.0,16.0,8.16,16.0,8.0
2152,Assassin,Kassadin,#ED2941,660.6871732533589,1450.7477334022226,35118.0,16.0,8.16,16.0,8.0
2153,Assassin,Katarina,#ED2941,711.5333537545727,1369.6165131788632,60549.0,16.0,8.16,16.0,8.0
2154,Specialist,Kayle,#EB8596,562.5234761180802,1381.8605800959024,27224.0,16.0,8.16,16.0,8.0
2155,Assassin,Kayn,#ED2941,578.0963689125986,2194.9700095943945,119086.0,16.0,8.16,16.0,8.0
2156,Specialist,Kennen,#EB8596,658.3436754267588,1093.5982566609293,37665.0,16.0,8.16,16.0,8.0
2157,Assassin,Kha'Zix,#ED2941,583.0585190729796,1887.844798190679,80976.0,16.0,8.16,16.0,8.0
2158,Marksman,Kindred,#0D1F22,601.3307748595927,1714.8696633952104,68766.0,16.0,8.16,16.0,8.0
2159,Fighter,Kled,#664A40,635.8341522289361,2170.353741495324,37073.0,16.0,8.16,16.0,8.0
2160,Marksman,Kog'Maw,#0D1F22,746.6730413714868,1022.5607970645627,14487.0,16.0,8.16,16.0,8.0
2161,Mage,LeBlanc,#25BAA4,660.1662872870689,991.1380465026739,85801.0,16.0,8.16,16.0,8.0
2162,Fighter,Lee Sin,#664A40,500.42660329572084,1961.5696278900368,148505.0,16.0,8.16,16.0,8.0
2163,Tank,Leona,#393663,262.1733835427851,1718.3599724769629,129110.0,16.0,8.16,16.0,8.0
2164,Mage,Lissandra,#25BAA4,643.9437584291203,1068.0209870077147,26703.0,16.0,8.16,16.0,8.0
2165,Marksman,Lucian,#0D1F22,651.8305704880021,1116.3935963459082,161318.0,16.0,8.16,16.0,8.0
2166,Support,Lulu,#FFB733,252.08676534174575,803.2671650603562,78661.0,16.0,8.16,16.0,8.0
2167,Mage,Lux,#25BAA4,638.7099695011101,755.1050175308253,222587.0,16.0,8.16,16.0,8.0
2168,Tank,Malphite,#393663,557.2266217385467,1808.7594172803895,87856.0,16.0,8.16,16.0,8.0
2169,Mage,Malzahar,#25BAA4,669.3454740662534,872.2997705613678,71347.0,16.0,8.16,16.0,8.0
2170,Tank,Maokai,#393663,499.63782378903187,2468.7437456348416,29273.0,16.0,8.16,16.0,8.0
2171,Assassin,Master Yi,#ED2941,597.2344687472811,1776.5559749509546,138293.0,16.0,8.16,16.0,8.0
2172,Marksman,Miss Fortune,#0D1F22,706.300324233587,949.8922121345961,227436.0,16.0,8.16,16.0,8.0
2173,Fighter,Mordekaiser,#664A40,654.4720591961435,1943.4900422444236,16590.0,16.0,8.16,16.0,8.0
2174,Support,Morgana,#FFB733,455.88980231380333,1016.3874759113634,170597.0,16.0,8.16,16.0,8.0
2175,Support,Nami,#FFB733,305.0892409909674,1089.371354268059,159460.0,16.0,8.16,16.0,8.0
2176,Fighter,Nasus,#664A40,589.6531512997831,2251.5666793712585,105705.0,16.0,8.16,16.0,8.0
2177,Tank,Nautilus,#393663,369.7463777339981,1949.2521317926205,63270.0,16.0,8.16,16.0,8.0
3685,Mage,Neeko,#25BAA4,0.0,0.0,0.0,16.0,8.16,16.0,8.0
2178,Specialist,Nidalee,#EB8596,583.3085420809489,1752.618410428073,31556.0,16.0,8.16,16.0,8.0
2179,Assassin,Nocturne,#ED2941,552.3693254749311,1849.5161004886413,90945.0,16.0,8.16,16.0,8.0
2180,Tank,Nunu,#393663,433.351941021262,2237.1313313222126,24182.0,16.0,8.16,16.0,8.0
2181,Fighter,Olaf,#664A40,586.3297298695886,2165.3339534017828,32872.0,16.0,8.16,16.0,8.0
2182,Mage,Orianna,#25BAA4,645.5427281511817,913.5179253919307,68997.0,16.0,8.16,16.0,8.0
